userId,movieId,rating,timestamp
2,87347,1,16-05-2016
2,32452,1,13-07-2016
2,32980,1,28-11-2015
2,58785,1,17-04-2016
2,62361,1,13-07-2016
2,89927,1,20-10-2016
2,9402,1,03-03-2016
2,9366,1,17-01-2016
2,9457,1,13-07-2016
2,9342,1,13-07-2016
2,90362,1,17-01-2016
2,9359,3,13-07-2016
2,12000,1,01-04-2016
2,46319,2,27-03-2016
2,87482,1,17-01-2016
2,31110,1,01-04-2016
2,2809,1,03-03-2016
2,64703,1,26-03-2016
2,30663,1,01-04-2016
2,732,1,28-11-2015
2,64146,2,13-07-2016
2,88278,1,17-01-2016
2,7448,4,16-05-2016
2,87507,1,13-07-2016
2,9373,2,27-03-2016
2,9273,3,20-10-2016
2,13036,1,20-10-2016
2,87652,1,13-07-2016
2,75461,1,26-03-2016
2,7449,1,13-07-2016
2,76567,1,13-07-2016
2,2544,1,28-11-2015
2,87449,1,17-01-2016
2,78418,1,27-03-2016
2,62307,1,11-06-2017
2,64029,1,28-11-2015
2,87448,1,16-05-2016
2,64805,2,01-04-2016
2,9380,2,11-06-2017
2,9260,1,11-06-2017
2,14464,3,13-07-2016
2,87872,1,20-10-2016
2,18850,1,11-06-2017
2,87441,1,24-05-2017
2,79415,1,17-01-2016
2,2954,1,26-03-2016
2,11989,1,01-04-2016
2,64710,1,26-03-2016
2,14351,1,01-04-2016
2,9272,1,01-04-2016
2,14465,1,01-04-2016
2,9267,2,24-05-2017
2,7447,1,20-10-2016
2,4803,1,01-04-2016
2,9128,2,13-07-2016
2,9466,1,13-07-2016
2,84072,1,28-11-2015
2,9462,2,03-03-2016
2,87337,1,11-06-2017
2,4871,1,01-04-2016
2,13357,1,24-05-2017
2,12002,1,26-03-2016
2,9487,1,16-05-2016
2,731,1,28-11-2015
2,10496,1,27-03-2016
2,11118,1,03-03-2016
3,70266,1,17-01-2017
3,17282,1,31-01-2016
3,72264,1,31-01-2016
3,33355,1,02-01-2016
3,49090,1,29-11-2016
3,70544,1,31-01-2016
3,28834,1,29-11-2016
3,72249,1,31-01-2016
3,72215,1,31-01-2016
3,78377,1,09-01-2016
3,55907,1,29-11-2016
3,53466,1,29-11-2016
3,34258,1,31-01-2016
3,53476,1,29-11-2016
3,3085,1,04-03-2016
3,78416,1,20-03-2017
3,72270,1,31-01-2016
3,88278,1,17-12-2016
3,66585,1,31-01-2016
3,59545,1,21-08-2015
3,59544,1,21-08-2015
3,65933,1,31-01-2016
3,78380,2,10-01-2016
3,86828,1,29-11-2016
3,39067,1,31-01-2016
3,87159,1,29-11-2016
3,73933,1,28-12-2015
3,35287,1,21-12-2016
3,72280,1,31-01-2016
3,59555,1,10-01-2016
3,72238,1,31-01-2016
3,62579,1,20-03-2017
3,59528,1,27-12-2016
3,59546,1,21-08-2015
3,19852,1,21-01-2016
3,89969,1,09-01-2016
3,64710,1,28-12-2015
3,79391,1,09-01-2016
3,2643,1,09-01-2016
3,28867,1,29-11-2016
3,75813,1,31-01-2016
3,72331,1,31-01-2016
3,72327,1,31-01-2016
3,53463,1,29-11-2016
3,17281,1,31-01-2016
3,64762,1,09-01-2016
3,17394,1,31-01-2016
3,13300,1,09-01-2016
3,78395,1,29-11-2016
3,82251,1,31-01-2016
3,78355,1,10-12-2016
3,43882,1,09-01-2016
3,41832,1,09-01-2016
3,75442,1,27-05-2017
3,74180,1,04-01-2016
3,35263,1,09-01-2016
3,55615,1,02-01-2016
3,17310,1,31-01-2016
3,70256,1,17-01-2017
3,78402,1,02-01-2016
3,7445,1,10-01-2017
3,3198,1,10-12-2016
3,3103,1,09-01-2016
3,36161,1,17-12-2016
3,78397,1,29-11-2016
3,87511,1,04-02-2016
3,2608,1,10-01-2017
3,34021,1,10-01-2016
3,34472,1,31-01-2016
3,39895,1,09-01-2016
3,90017,1,10-12-2016
3,22960,2,05-01-2016
3,90014,1,09-01-2016
3,39125,1,14-01-2016
3,6914,1,10-01-2016
3,78361,1,09-01-2016
3,76155,1,29-11-2016
3,90478,1,09-01-2016
3,35289,1,09-01-2016
3,75818,1,31-01-2016
3,90778,1,27-04-2017
3,3767,1,29-11-2016
3,78344,1,05-01-2016
3,33935,1,02-01-2016
3,78352,1,10-12-2016
3,43889,1,09-01-2016
3,78304,1,02-01-2016
3,78301,1,11-12-2016
3,75821,1,31-01-2016
3,75797,1,31-01-2016
3,74187,1,04-01-2016
3,78372,1,11-12-2016
3,3087,1,05-01-2016
3,74235,1,31-01-2016
3,78417,1,25-03-2017
3,7448,1,31-01-2016
3,3086,2,02-01-2016
3,9612,1,05-01-2016
4,89822,1,29-05-2016
4,30468,2,25-10-2016
4,87894,1,19-08-2015
4,227,1,26-03-2017
4,11700,25,26-03-2017
4,44016,1,15-02-2016
4,9319,21,27-04-2017
4,43300,2,05-01-2017
4,43257,3,19-06-2016
4,58996,1,13-04-2017
4,11688,1,22-07-2016
4,31857,2,25-10-2016
4,11729,1,03-02-2016
4,89807,1,29-05-2016
4,33924,1,24-01-2016
4,11444,1,19-08-2015
4,86820,1,21-01-2017
4,1286,1,27-10-2016
4,58990,12,27-04-2017
4,9128,10,13-04-2017
4,88949,4,20-01-2016
4,45706,1,23-10-2016
4,88278,53,27-04-2017
4,9125,1,20-09-2015
4,410,1,23-10-2016
4,43562,26,27-04-2017
4,88171,1,14-04-2017
4,9242,1,25-11-2015
4,87738,2,21-02-2016
4,84192,1,19-08-2015
4,89330,1,23-10-2016
4,82164,1,25-10-2016
4,87789,1,21-01-2017
4,43191,16,23-11-2016
4,43256,1,26-12-2015
4,18016,1,23-11-2016
4,36485,1,28-02-2016
4,418,1,19-08-2015
4,82105,1,25-10-2016
4,37241,1,14-04-2017
4,51277,1,08-05-2016
4,9124,1,20-09-2015
4,39713,1,20-03-2016
4,88174,1,26-03-2017
4,33903,1,24-01-2016
4,90618,9,28-08-2016
4,18008,3,23-11-2016
4,1625,1,25-11-2015
4,36411,1,28-02-2016
4,87792,1,21-01-2017
4,36552,1,28-08-2016
4,11725,1,12-10-2015
4,51236,2,25-10-2016
4,74428,1,19-08-2015
4,33368,4,22-06-2016
4,87297,1,15-02-2016
4,43235,1,27-10-2016
4,9259,45,27-04-2017
4,90532,1,27-10-2016
4,89935,1,26-03-2017
4,7449,1,28-08-2016
4,36161,16,26-03-2017
4,89791,1,29-05-2016
4,39731,1,13-04-2016
4,423,1,24-01-2016
4,9237,1,25-11-2015
4,90538,1,27-10-2016
4,91044,1,21-10-2015
4,7448,1,20-09-2015
4,89926,1,28-08-2016
4,89827,1,29-05-2016
4,80900,1,21-01-2017
4,11734,1,02-12-2015
4,45707,1,23-10-2016
4,36145,1,06-03-2016
4,36504,1,23-11-2016
4,9409,1,26-12-2015
4,425,1,10-11-2016
4,11730,1,01-05-2016
4,17994,2,08-06-2016
4,73135,5,23-11-2016
4,90230,20,27-04-2017
4,65011,2,27-04-2017
4,33908,1,15-02-2016
4,89937,1,26-03-2017
4,7663,17,20-04-2017
4,9101,1,19-08-2015
4,50152,2,25-10-2016
4,36444,1,14-04-2017
4,87884,1,03-02-2016
4,11686,22,23-03-2017
4,17997,1,12-10-2016
4,11445,1,19-08-2015
4,88891,1,27-10-2016
4,55658,1,20-09-2015
4,17626,1,20-03-2016
4,91050,1,21-10-2015
4,33322,1,20-09-2015
4,90339,1,27-10-2016
4,49256,1,19-08-2015
4,36928,2,26-12-2015
4,36146,11,20-04-2016
4,35685,1,20-09-2015
4,29689,2,10-11-2016
4,11042,6,14-12-2016
4,33385,1,27-09-2015
4,14445,1,19-08-2015
4,9467,1,20-09-2015
4,9507,14,14-04-2017
4,32633,1,06-03-2016
4,73791,1,23-11-2016
4,33332,2,06-12-2015
4,7683,14,14-12-2016
4,47095,1,20-03-2016
4,47070,1,20-03-2016
4,36099,13,27-10-2016
4,33925,1,12-10-2016
4,17805,1,19-08-2015
4,2616,6,23-10-2016
4,30599,1,20-04-2016
4,13400,3,16-11-2016
4,65070,2,12-06-2016
4,65123,1,25-11-2015
4,47267,1,20-03-2016
4,35911,1,27-09-2015
4,50261,2,10-11-2016
4,33333,4,05-11-2015
4,6914,18,23-03-2017
4,51015,2,01-05-2016
4,2708,1,27-10-2016
4,12605,1,20-09-2015
4,18004,1,23-10-2016
4,29294,2,25-10-2016
4,58989,5,19-06-2016
4,74463,12,21-01-2017
4,75145,1,14-04-2017
4,33006,1,12-10-2016
4,74453,1,19-08-2015
4,53803,2,02-03-2016
4,51873,1,01-05-2016
4,46029,1,21-01-2017
4,50214,2,10-11-2016
4,33344,1,20-09-2015
4,73689,1,13-04-2017
4,58785,1,23-11-2016
4,11766,11,05-04-2017
4,65027,1,23-10-2016
4,57300,1,19-12-2015
4,58642,1,12-10-2016
4,79323,13,12-10-2016
4,32654,1,27-09-2015
4,17617,43,27-04-2017
4,75150,1,14-04-2017
4,31971,2,25-10-2016
4,79992,10,12-06-2016
4,6893,3,08-05-2016
4,33933,17,27-04-2017
4,31208,1,25-10-2016
4,29908,1,25-10-2016
4,24486,1,19-12-2015
4,65146,1,12-10-2015
4,33373,14,06-08-2016
4,75073,28,27-04-2017
4,14281,16,27-04-2017
4,74985,9,13-04-2017
4,33343,30,05-01-2017
4,35173,2,12-10-2016
4,2737,1,12-10-2016
4,76572,1,12-10-2015
4,2782,1,15-02-2016
4,2960,2,27-09-2015
4,73591,1,20-04-2017
4,26433,1,20-03-2016
4,21029,1,21-01-2017
4,72883,3,27-10-2016
4,32727,1,27-09-2015
4,75142,1,14-04-2017
4,33340,3,22-01-2016
4,79363,1,07-02-2016
4,75359,1,28-02-2016
4,5542,1,25-11-2015
4,62300,3,20-03-2016
4,35064,1,06-03-2016
4,33376,1,19-12-2015
4,2957,1,19-12-2015
4,34951,1,19-08-2015
4,13214,2,23-10-2016
4,18010,1,10-11-2016
4,79718,1,19-08-2015
4,33300,1,27-10-2016
4,7662,1,22-07-2016
4,65002,1,13-03-2016
4,62258,2,20-09-2015
4,35667,1,20-09-2015
4,34930,1,21-02-2016
4,802,1,14-12-2016
4,76447,1,19-12-2015
4,33384,1,19-08-2015
4,29326,2,25-10-2016
4,31959,1,10-11-2016
4,11975,2,01-05-2016
4,7661,8,20-04-2017
4,57110,2,01-05-2016
4,64991,2,20-04-2017
4,55234,1,20-01-2016
4,55119,1,28-02-2016
4,74683,1,27-10-2016
4,62459,1,27-10-2016
4,32385,1,23-03-2017
4,76434,1,19-12-2015
4,74437,1,27-10-2016
4,73649,1,19-12-2015
4,57292,3,14-04-2017
4,55457,2,29-01-2017
4,79726,1,19-08-2015
4,7410,1,15-02-2016
4,79630,1,19-08-2015
4,35035,2,20-03-2016
4,77100,1,20-03-2016
4,60776,4,13-04-2016
4,51300,1,01-05-2016
4,64088,48,27-04-2017
4,32618,1,27-09-2015
4,62609,1,29-05-2016
4,51278,1,19-08-2015
4,34963,1,19-08-2015
4,59648,10,20-04-2017
4,13399,1,27-10-2016
4,12586,2,02-12-2015
4,35114,1,20-04-2017
4,51685,1,12-10-2016
4,7757,1,06-03-2016
4,80303,2,13-04-2017
4,35052,1,19-08-2015
4,9010,1,27-09-2015
4,58820,1,24-01-2016
4,75146,1,14-04-2017
4,34927,4,02-12-2015
4,33679,9,27-04-2017
4,73691,33,27-04-2017
4,2971,9,27-04-2017
4,79364,1,06-01-2016
4,55231,1,20-01-2016
4,64900,2,23-10-2016
4,60835,1,22-07-2016
4,64124,14,27-04-2017
4,79311,1,20-09-2015
4,60839,3,21-05-2016
4,64549,10,23-10-2016
4,32436,1,19-08-2015
4,34994,1,19-08-2015
4,6891,1,20-03-2016
4,65060,1,03-02-2016
4,73244,1,19-06-2016
4,53838,1,28-02-2016
4,33932,2,27-10-2016
4,80894,2,29-01-2017
4,81903,1,25-11-2015
4,31881,1,21-10-2015
4,64550,7,23-03-2017
4,78352,1,26-03-2017
4,32049,1,23-10-2016
4,73616,28,13-04-2017
4,55237,1,20-01-2016
4,57116,2,08-05-2016
4,3123,17,27-04-2017
4,55104,19,23-03-2017
4,34987,1,23-11-2016
4,35630,1,27-09-2015
4,33928,2,20-04-2016
4,35151,1,20-09-2015
4,64562,2,14-04-2017
4,31873,1,02-12-2015
4,64942,1,08-06-2016
4,81901,1,25-11-2015
4,3442,1,28-02-2016
4,13052,1,28-08-2016
4,59452,17,27-10-2016
4,35152,1,23-11-2016
4,64901,1,22-06-2016
4,32543,1,03-02-2016
4,6913,5,05-04-2017
4,73116,1,28-02-2016
4,35063,3,16-11-2016
4,7443,1,23-11-2016
4,33375,8,08-05-2016
4,4581,1,12-06-2016
4,73171,6,08-06-2016
4,33370,6,08-05-2016
4,35309,28,27-04-2017
4,73617,3,27-04-2017
4,35072,1,23-10-2016
4,78062,1,12-10-2016
4,33367,4,23-10-2016
4,3308,1,21-01-2017
4,33372,10,01-07-2016
4,73036,1,27-09-2015
4,65013,2,21-02-2016
4,3311,2,29-01-2017
4,2973,2,15-02-2016
4,35150,1,19-08-2015
4,31970,1,25-10-2016
4,35085,1,08-06-2016
4,57167,1,01-07-2016
4,35065,1,12-10-2016
5,9368,2,30-01-2016
5,9442,1,27-05-2016
5,87497,4,02-05-2016
5,87350,67,20-05-2017
5,79222,8,28-01-2017
5,87894,9,02-02-2017
5,9355,5,15-02-2016
5,32451,2,03-02-2016
5,32453,2,03-02-2016
5,76593,1,30-01-2016
5,9402,2,13-08-2016
5,87500,1,16-04-2016
5,32895,8,04-10-2016
5,17617,3,01-08-2016
5,9359,1,04-01-2017
5,87506,1,04-01-2017
5,87297,17,21-01-2017
5,7662,1,07-09-2016
5,75034,1,08-10-2015
5,14281,1,02-11-2016
5,9357,7,02-04-2016
5,33355,8,16-01-2017
5,32452,1,03-02-2016
5,90618,12,01-08-2016
5,9366,1,04-01-2017
5,9408,2,13-08-2016
5,33006,1,25-10-2016
5,64783,1,22-01-2016
5,9463,1,22-01-2016
5,9462,1,13-01-2016
5,9268,5,22-03-2017
5,88278,16,21-04-2017
5,9259,5,22-12-2016
5,73691,11,11-06-2017
5,60758,2,16-01-2016
5,34957,13,04-05-2017
5,11766,17,18-06-2017
5,58989,1,20-05-2017
5,58749,1,18-01-2016
5,2725,9,11-07-2016
5,32904,1,16-01-2016
5,17828,1,02-11-2016
5,64088,19,06-04-2017
5,32899,13,22-03-2017
5,44040,1,04-08-2016
5,2960,4,15-02-2017
5,32900,1,28-12-2016
5,296,1,22-01-2016
5,60769,3,30-01-2016
5,58744,1,18-07-2016
5,58734,2,02-02-2017
5,32652,1,30-03-2016
5,75073,22,18-06-2017
5,59398,1,29-11-2016
5,9319,1,30-01-2016
5,64846,2,28-05-2017
5,35065,1,28-12-2015
5,44032,1,24-06-2016
5,32882,8,22-03-2017
5,33333,20,28-12-2016
5,11686,6,11-06-2017
5,11732,1,22-03-2017
5,89519,1,27-05-2016
5,44049,1,03-02-2016
5,75059,1,22-03-2016
5,33372,6,27-05-2016
5,72912,1,18-01-2016
5,65013,1,29-11-2016
5,64124,2,06-04-2017
5,7444,4,12-12-2016
5,35212,1,16-01-2016
5,34988,2,16-09-2016
5,44041,2,03-02-2016
5,32635,1,06-01-2016
5,11042,9,22-05-2017
5,11700,9,11-06-2017
5,55104,8,02-11-2016
5,75595,1,28-12-2016
5,7448,3,07-04-2016
5,33376,1,23-11-2016
5,72985,2,02-04-2016
5,64712,1,04-03-2016
5,43449,3,31-05-2016
5,35136,5,14-09-2016
5,43479,1,25-05-2016
5,44031,11,11-04-2017
5,37636,9,02-02-2017
5,58737,1,18-02-2016
5,59301,7,30-04-2016
5,354,1,22-01-2016
5,58990,8,22-05-2017
5,34978,1,16-04-2016
5,33667,1,18-07-2016
5,72907,1,18-01-2016
5,73055,1,04-03-2017
5,35309,2,29-11-2016
5,2971,2,27-05-2016
5,36099,3,12-12-2016
5,2961,3,04-03-2017
5,64594,1,01-10-2016
5,64708,8,15-02-2017
5,58918,15,04-03-2017
5,72983,4,04-03-2016
5,6911,7,18-06-2017
5,72978,3,02-02-2017
5,37635,1,09-12-2015
5,34964,1,08-10-2015
5,65124,1,29-11-2016
5,34912,7,28-05-2017
5,43211,2,10-09-2016
5,2968,1,21-10-2015
5,44039,1,03-02-2016
5,34979,14,24-06-2016
5,7447,3,28-12-2016
5,44047,26,04-08-2016
5,64584,1,04-03-2016
5,73054,8,21-04-2017
5,43191,11,02-02-2017
5,33332,3,15-02-2016
5,64845,1,04-03-2016
5,44046,1,02-12-2015
5,35148,1,18-07-2016
5,39808,2,04-03-2016
5,62658,1,30-01-2016
5,72910,3,10-09-2016
5,73171,3,05-03-2016
5,73590,2,22-07-2016
5,33933,7,04-03-2017
5,35062,1,20-11-2015
5,36167,1,12-05-2016
5,36147,2,22-03-2017
5,73052,1,24-08-2016
5,6914,94,22-03-2017
5,64709,1,27-01-2017
5,36161,3,29-11-2016
5,34977,12,25-10-2016
5,60634,2,02-04-2016
5,60776,1,23-11-2016
5,35215,1,31-10-2015
5,35104,2,04-03-2016
5,43190,1,02-12-2015
5,33637,3,20-12-2016
5,73617,5,28-05-2017
5,34980,45,04-10-2016
5,35089,1,30-01-2016
5,35052,4,18-01-2016
5,7445,3,25-10-2016
5,7446,6,25-05-2016
5,35034,2,14-10-2015
5,33464,1,09-11-2015
6,62700,1,09-11-2016
6,3036,1,29-12-2016
6,7447,4,18-04-2017
6,2961,1,26-01-2017
6,1464,1,28-06-2017
6,38679,1,06-10-2016
6,44065,1,17-10-2016
6,6428,1,06-01-2017
6,6646,1,06-01-2017
6,74656,1,22-12-2016
6,43562,2,09-11-2016
6,1341,1,28-06-2017
6,6404,1,17-10-2016
6,7448,1,27-06-2016
6,59199,1,22-12-2016
6,45315,1,22-12-2016
6,55724,1,06-10-2016
6,37636,2,29-12-2016
6,37628,1,28-10-2016
6,60769,1,25-11-2016
6,49237,2,29-09-2016
6,89660,1,09-11-2016
6,43292,1,29-12-2016
6,55651,3,06-01-2017
6,2751,1,28-10-2016
6,46326,1,14-08-2016
6,58834,3,25-11-2016
6,55624,1,22-12-2016
6,43305,2,22-12-2016
6,9276,1,06-01-2017
6,43316,3,22-12-2016
6,38549,1,06-10-2016
6,43291,1,28-06-2017
6,38069,1,06-10-2016
6,6808,1,29-12-2016
6,43164,1,06-01-2017
6,43317,3,06-01-2017
6,9507,1,06-01-2017
6,2793,4,28-06-2017
6,6432,1,06-01-2017
6,64939,1,06-01-2017
6,39801,5,29-12-2016
6,89616,1,18-11-2016
6,55104,2,18-11-2016
6,59671,1,28-10-2016
6,57233,1,18-11-2016
6,36550,1,09-11-2016
6,58992,1,28-06-2017
6,37292,1,14-08-2016
6,55708,1,09-11-2016
6,62032,1,06-01-2017
6,7446,2,17-10-2016
6,43166,2,06-01-2017
6,60835,1,06-01-2017
6,60738,1,28-06-2017
6,59452,2,18-11-2016
6,36859,1,14-08-2016
6,2738,3,28-06-2017
6,38058,1,06-10-2016
6,60756,1,28-06-2017
6,36437,1,28-06-2017
6,1340,1,29-12-2016
6,89331,1,06-06-2017
6,90755,1,09-11-2016
6,43989,1,14-08-2016
6,43302,2,22-12-2016
6,36119,1,06-01-2017
6,63925,1,06-10-2016
6,89915,1,29-12-2016
6,301,1,28-10-2016
6,62569,1,06-01-2017
6,9617,1,06-06-2017
6,89618,1,18-11-2016
6,38718,1,06-10-2016
6,35313,1,28-10-2016
6,57264,1,22-12-2016
6,33915,1,25-11-2016
6,90726,1,09-11-2016
6,90059,1,06-10-2016
